gene_name	gene_id	#ofalleles
LOC642846	642846	2
LOC101930452	101930452	2
LOC101928030	101928030	2
DDX12P	440081	2
KLRB1	3820	2
LOC374443	374443	2
LOC374443	374443	2
LOC374443	374443	2
LOC374443	374443	2
LOC374443	374443	2
CLEC2D	29121	2
CLECL1	160365	2
CD69	969	2
KLRF1	51348	2
CLEC2B	9976	2
KLRF2	100431172	2
CLEC2A	387836	2
LOC100506159	100506159	2
CLEC12A	160364	2
CLEC12A	160364	2
CLEC1B	51266	2
CLEC12B	387837	2
LOC102724020	102724020	2
CLEC9A	283420	2
CLEC1A	51267	2
CLEC7A	64581	2
TMEM52B	120939	2
OLR1	4973	2
TMEM52B	120939	2
GABARAPL1	23710	2
KLRD1	3824	2
KLRD1	3824	2
LOC101928100	101928100	2
KLRK1	22914	2
KLRC4	8302	2
KLRC4-KLRK1	100528032	2
KLRC3	3823	2
KLRC2	3822	2
KLRC1	3821	2
KLRC1	3821	2
KLRAP1	10748	2
MAGOHB	55110	2
STYK1	55359	2
YBX3	8531	2
LOC101928162	101928162	2
TAS2R7	50837	2
TAS2R8	50836	2
TAS2R9	50835	2
TAS2R10	50839	2
PRR4	11272	2
TAS2R13	50838	2
PRH2	5555	2
PRH2	5555	2
TAS2R14	50840	2
TAS2R50	259296	2
TAS2R20	259295	2
TAS2R19	259294	2
TAS2R31	259290	2
TAS2R46	259292	2
TAS2R43	259289	2
TAS2R30	259293	2
LOC100129361	100129361	2
PRH1	5554	2
PRH1-PRR4	100533464	2
TAS2R42	353164	2
PRB3	5544	2
PRB4	5545	2
PRB1	5542	2
PRB2	653247	2
LINC01252	338817	2
ETV6	2120	2
BCL2L14	79370	2
BCL2L14	79370	2
LRP6	4040	2
MANSC1	54682	2
LOH12CR2	503693	2
LOH12CR1	118426	2
DUSP16	80824	2
CREBL2	1389	2
GPR19	2842	2
CDKN1B	1027	2
APOLD1	81575	2
APOLD1	81575	2
DDX47	51202	2
RPL13AP20	387841	2
GPRC5A	9052	2
GPRC5D	55507	2
LOC100506314	100506314	2
HEBP1	50865	2
HTR7P1	93164	2
KIAA1467	57613	2
GSG1	83445	2
GSG1	83445	2
EMP1	2012	2
C12orf36	283422	2
GRIN2B	2904	2
ATF7IP	55729	2
ATF7IP	55729	2
LOC101928290	101928290	2
PLBD1	79887	2
GUCY2C	2984	2
HIST4H4	121504	2
H2AFJ	55766	2
WBP11	51729	2
C12orf60	144608	2
SMCO3	440087	2
ART4	420	2
MGP	4256	2
ERP27	121506	2
ARHGDIB	397	2
PDE6H	5149	2
LOC101928340	101928340	2
RERG-AS1	100873980	2
RERG	85004	2
PTPRO	5800	2
PTPRO	5800	2
EPS8	2059	2
STRAP	11171	2
DERA	51071	2
SLC15A5	729025	2
MGST1	4257	2
MGST1	4257	2
MGST1	4257	2
MGST1	4257	2
LMO3	55885	2
LMO3	55885	2
LMO3	55885	2
LMO3	55885	2
LMO3	55885	2
LMO3	55885	2
SKP1P2	728622	2
RERGL	79785	2
PIK3C2G	5288	2
PLCZ1	89869	2
CAPZA3	93661	2
PLEKHA5	54477	2
PLEKHA5	54477	2
AEBP2	121536	2
AEBP2	121536	2
LOC100506393	100506393	2
PDE3A	5139	2
PDE3A	5139	2
SLCO1C1	53919	2
SLCO1C1	53919	2
SLCO1B3	28234	2
SLCO1B7	338821	2
SLCO1B1	10599	2
SLCO1A2	6579	2
IAPP	3375	2
SLCO1A2	6579	2
PYROXD1	79912	2
RECQL	5965	2
GOLT1B	51026	2
SPX	80763	2
GYS2	2998	2
LDHB	3945	2
LDHB	3945	2
KCNJ8	3764	2
ABCC9	10060	2
CMAS	55907	2
ST8SIA1	6489	2
C2CD5	9847	2
ETNK1	55500	2
LOC101928441	101928441	2
SOX5	6660	2
SOX5	6660	2
SOX5	6660	2
LOC101928471	101928471	2
SOX5	6660	2
LINC00477	144360	2
BCAT1	586	2
BCAT1	586	2
BCAT1	586	2
C12orf77	196415	2
LRMP	4033	2
CASC1	55259	2
LYRM5	144363	2
KRAS	3845	2
LMNTD1	160492	2
LMNTD1	160492	2
RASSF8-AS1	100506451	2
RASSF8	11228	2
RASSF8-AS1	100506451	2
RASSF8	11228	2
RASSF8	11228	2
BHLHE41	79365	2
SSPN	8082	2
SSPN	8082	2
ITPR2	3709	2
ASUN	55726	2
FGFR1OP2	26127	2
TM7SF3	51768	2
MED21	9412	2
C12orf71	728858	2
STK38L	23012	2
ARNTL2	56938	2
ARNTL2-AS1	101928646	2
SMCO2	341346	2
PPFIBP1	8496	2
REP15	387849	2
MRPS35	60488	2
MANSC4	100287284	2
KLHL42	57542	2
PTHLH	5744	2
PTHLH	5744	2
CCDC91	55297	2
FAR2	55711	2
FAR2	55711	2
LOC100506606	100506606	2
ERGIC2	51290	2
OVCH1-AS1	101055625	2
OVCH1	341350	2
TMTC1	83857	2
TMTC1	83857	2
IPO8	10526	2
IPO8	10526	2
CAPRIN2	65981	2
LINC00941	100287314	2
TSPAN11	441631	2
DDX11	1663	2
DDX11-AS1	100506660	2
FLJ13224	79857	2
FAM60A	58516	2
FAM60A	58516	2
DENND5B-AS1	100874249	2
DENND5B	160518	2
METTL20	254013	2
METTL20	254013	2
METTL20	254013	2
AMN1	196394	2
H3F3C	440093	2
KIAA1551	55196	2
RNU6-78P	100873778	2
BICD1	636	2
FGD4	121512	2
DNM1L	10059	2
YARS2	51067	2
PKP2	5318	2
SYT10	341359	2
ALG10	84920	2
ALG10B	144245	2
CPNE8	144402	2
KIF21A	55605	2
ABCD2	225	2
C12orf40	283461	2
SLC2A13	114134	2
LRRK2	120892	2
MUC19	283463	2
CNTN1	1272	2
CNTN1	1272	2
CNTN1	1272	2
PDZRN4	29951	2
PDZRN4	29951	2
GXYLT1	283464	2
YAF2	10138	2
YAF2	10138	2
YAF2	10138	2
ZCRB1	85437	2
PPHLN1	51535	2
PRICKLE1	144165	2
PRICKLE1	144165	2
PRICKLE1	144165	2
LOC101927058	101927058	2
ADAMTS20	80070	2
PUS7L	83448	2
PUS7L	83448	2
PUS7L	83448	2
IRAK4	51135	2
TWF1	5756	2
TMEM117	84216	2
NELL2	4753	2
NELL2	4753	2
NELL2	4753	2
NELL2	4753	2
DBX2	440097	2
RACGAP1P	83956	2
RNY5	6090	2
ANO6	196527	2
PLEKHA8P1	51054	2
ANO6	196527	2
LINC00938	400027	2
ARID2	196528	2
SCAF11	9169	2
SLC38A1	81539	2
SLC38A1	81539	2
SLC38A1	81539	2
SLC38A2	54407	2
SLC38A4	55089	2
PCED1B	91523	2
AMIGO2	347902	2
PCED1B-AS1	100233209	2
RPAP3	79657	2
ENDOU	8909	2
RAPGEF3	10411	2
RAPGEF3	10411	2
RAPGEF3	10411	2
SLC48A1	55652	2
HDAC7	51564	2
VDR	7421	2
TMEM106C	79022	2
COL2A1	1280	2
PFKM	5213	2
SENP1	29843	2
SENP1	29843	2
PFKM	5213	2
PFKM	5213	2
ASB8	140461	2
CCDC184	387856	2
OR10AD1	121275	2
H1FNT	341567	2
ZNF641	121274	2
ZNF641	121274	2
ANP32D	23519	2
C12orf54	121273	2
OR8S1	341568	2
LALBA	3906	2
KANSL2	54934	2
CCNT1	904	2
LINC00935	255411	2
ADCY6	112	2
ADCY6	112	2
LOC100506125	100506125	2
LOC100506125	100506125	2
CACNB3	784	2
CACNB3	784	2
CACNB3	784	2
DDX23	9416	2
RND1	27289	2
CCDC65	85478	2
FKBP11	51303	2
FKBP11	51303	2
ARF3	377	2
WNT10B	7480	2
WNT1	7471	2
DDN	23109	2
PRKAG1	5571	2
PRKAG1	5571	2
KMT2D	8085	2
RHEBL1	121268	2
DHH	50846	2
LMBR1L	55716	2
TUBA1B	10376	2
TUBA1A	7846	2
TUBA1C	84790	2
PRPH	5630	2
TROAP	10024	2
LOC101927267	101927267	2
C1QL4	338761	2
DNAJC22	79962	2
SPATS2	65244	2
LOC100335030	100335030	2
KCNH3	23416	2
MCRS1	10445	2
MCRS1	10445	2
FAM186B	84070	2
FAM186B	84070	2
PRPF40B	25766	2
PRPF40B	25766	2
FMNL3	91010	2
TMBIM6	7009	2
TMBIM6	7009	2
NCKAP5L	57701	2
BCDIN3D-AS1	100286844	2
BCDIN3D	144233	2
FAIM2	23017	2
LOC283332	283332	2
LOC101927292	101927292	2
AQP2	359	2
AQP5	362	2
LOC101927318	101927318	2
LOC101927318	101927318	2
LOC101927318	101927318	2
AQP6	363	2
RACGAP1	29127	2
ASIC1	41	2
ASIC1	41	2
SMARCD1	6602	2
GPD1	2819	2
COX14	84987	2
CERS5	91012	2
LIMA1	51474	2
LIMA1	51474	2
LIMA1	51474	2
FAM186A	121006	2
LARP4	113251	2
DIP2B	57609	2
ATF1	466	2
TMPRSS12	283471	2
METTL7A	25840	2
HIGD1C	613227	2
SLC11A2	4891	2
SLC11A2	4891	2
SLC11A2	4891	2
SLC11A2	4891	2
LETMD1	25875	2
LETMD1	25875	2
CSRNP2	81566	2
CSRNP2	81566	2
TFCP2	7024	2
POU6F1	5463	2
POU6F1	5463	2
DAZAP2	9802	2
SMAGP	57228	2
SMAGP	57228	2
BIN2	51411	2
BIN2	51411	2
CELA1	1990	2
SLC4A8	9498	2
GALNT6	11226	2
SLC4A8	9498	2
SLC4A8	9498	2
SCN8A	6334	2
FIGNL2	401720	2
ANKRD33	341405	2
ACVRL1	94	2
ACVRL1	94	2
ACVR1B	91	2
ACVR1B	91	2
GRASP	160622	2
GRASP	160622	2
NR4A1	3164	2
NR4A1	3164	2
ATG101	60673	2
OR7E47P	26628	2
OR7E47P	26628	2
OR7E47P	26628	2
KRT80	144501	2
C12orf80	283403	2
LINC00592	283404	2
KRT7	3855	2
KRT81	3887	2
KRT86	3892	2
KRT83	3889	2
KRT85	3891	2
KRT84	3890	2
KRT82	3888	2
KRT75	9119	2
KRT6B	3854	2
KRT6C	286887	2
KRT6A	3853	2
KRT5	3852	2
KRT71	112802	2
KRT74	121391	2
KRT72	140807	2
KRT73	319101	2
KRT2	3849	2
KRT1	3848	2
KRT77	374454	2
KRT76	51350	2
KRT3	3850	2
KRT4	3851	2
KRT79	338785	2
KRT78	196374	2
KRT8	3856	2
KRT8	3856	2
KRT18	3875	2
KRT18	3875	2
KRT8	3856	2
EIF4B	1975	2
TENC1	23371	2
TENC1	23371	2
TENC1	23371	2
LOC283335	283335	2
SPRYD3	84926	2
IGFBP6	3489	2
SOAT2	8435	2
CSAD	51380	2
CSAD	51380	2
ZNF740	283337	2
CSAD	51380	2
ITGB7	3695	2
RARG	5916	2
RARG	5916	2
MFSD5	84975	2
MFSD5	84975	2
ESPL1	9700	2
PFDN5	5204	2
C12orf10	60314	2
AAAS	8086	2
SP7	121340	2
SP7	121340	2
SP1	6667	2
SP1	6667	2
AMHR2	269	2
PRR13	54458	2
PCBP2	5094	2
PCBP2-OT1	102157401	2
MAP3K12	7786	2
TARBP2	6895	2
TARBP2	6895	2
NPFF	8620	2
LOC100652999	100652999	2
ATF7	11016	2
ATF7	11016	2
ATP5G2	517	2
ATP5G2	517	2
CALCOCO1	57658	2
CISTR	102216268	2
CISTR	102216268	2
HOXC13	3229	2
HOXC13-AS	100874366	2
HOXC12	3228	2
HOTAIR	100124700	2
HOTAIR	100124700	2
HOXC11	3227	2
HOTAIR	100124700	2
HOXC10	3226	2
HOXC-AS3	100874365	2
HOXC-AS2	100874364	2
HOXC-AS1	100874363	2
HOXC9	3225	2
HOXC8	3224	2
HOXC4	3221	2
HOXC6	3223	2
HOXC5	3222	2
HOXC4	3221	2
FLJ12825	440101	2
LOC100240735	100240735	2
LOC100240734	100240734	2
LOC400043	400043	2
SMUG1	23583	2
SMUG1	23583	2
CBX5	23468	2
CBX5	23468	2
CBX5	23468	2
HNRNPA1	3178	2
HNRNPA1P10	664709	2
NFE2	4778	2
NFE2	4778	2
COPZ1	22818	2
LOC102724050	102724050	2
GPR84	53831	2
ZNF385A	25946	2
ZNF385A	25946	2
ZNF385A	25946	2
ITGA5	3678	2
LOC102724050	102724050	2
GTSF1	121355	2
NCKAP1L	3071	2
NCKAP1L	3071	2
PDE1B	5153	2
PDE1B	5153	2
PDE1B	5153	2
PPP1R1A	5502	2
GLYCAM1	644076	2
LACRT	90070	2
DCD	117159	2
MUCL1	118430	2
TESPA1	9840	2
TESPA1	9840	2
TESPA1	9840	2
NEUROD4	58158	2
OR9K2	441639	2
OR10A7	121364	2
OR6C74	254783	2
OR6C6	283365	2
OR6C1	390321	2
OR6C3	254786	2
OR6C75	390323	2
OR6C65	403282	2
OR6C76	390326	2
OR6C2	341416	2
OR6C70	390327	2
OR6C68	403284	2
OR6C4	341418	2
OR2AP1	121129	2
OR10P1	121130	2
METTL7B	196410	2
ITGA7	3679	2
ITGA7	3679	2
BLOC1S1	2647	2
BLOC1S1	2647	2
RDH5	5959	2
CD63	967	2
CD63	967	2
CD63	967	2
CD63	967	2
CD63	967	2
CD63	967	2
CD63	967	2
CD63	967	2
GDF11	10220	2
SARNP	84324	2
ORMDL2	29095	2
TMEM198B	440104	2
DNAJC14	85406	2
MMP19	4327	2
WIBG	84305	2
WIBG	84305	2
DGKA	1606	2
DGKA	1606	2
PMEL	6490	2
PMEL	6490	2
CDK2	1017	2
RAB5B	5869	2
RAB5B	5869	2
SUOX	6821	2
IKZF4	64375	2
RPS26	6231	2
ERBB3	2065	2
ERBB3	2065	2
PA2G4	5036	2
RPL41	6171	2
ZC3H10	84872	2
ESYT1	23344	2
MYL6B	140465	2
MYL6	4637	2
SMARCC2	6601	2
RNF41	10193	2
RNF41	10193	2
RNF41	10193	2
NABP2	79035	2
SLC39A5	283375	2
SLC39A5	283375	2
ANKRD52	283373	2
COQ10A	93058	2
COQ10A	93058	2
CS	1431	2
CNPY2	10330	2
PAN2	9924	2
PAN2	9924	2
IL23A	51561	2
STAT2	6773	2
APOF	319	2
TIMELESS	8914	2
MIP	4284	2
SPRYD4	283377	2
GLS2	27165	2
RBMS2	5939	2
BAZ2A	11176	2
ATP5B	506	2
PTGES3	10728	2
PTGES3	10728	2
NACA	4666	2
NACA	4666	2
PRIM1	5557	2
HSD17B6	8630	2
SDR9C7	121214	2
RDH16	8608	2
GPR182	11318	2
ZBTB39	9880	2
TAC3	6866	2
MYO1A	4640	2
MYO1A	4640	2
TMEM194A	23306	2
NAB2	4665	2
STAT6	6778	2
STAT6	6778	2
LRP1	4035	2
NXPH4	11247	2
SHMT2	6472	2
SHMT2	6472	2
SHMT2	6472	2
SHMT2	6472	2
SHMT2	6472	2
NDUFA4L2	56901	2
STAC3	246329	2
R3HDM2	22864	2
INHBC	3626	2
INHBE	83729	2
GLI1	2735	2
GLI1	2735	2
ARHGAP9	64333	2
ARHGAP9	64333	2
ARHGAP9	64333	2
MARS	4141	2
DDIT3	1649	2
MBD6	114785	2
DCTN2	10540	2
KIF5A	3798	2
PIP4K2C	79837	2
DTX3	196403	2
ARHGEF25	115557	2
ARHGEF25	115557	2
SLC26A10	65012	2
LOC101927583	101927583	2
B4GALNT1	2583	2
B4GALNT1	2583	2
OS9	10956	2
AGAP2-AS1	100130776	2
AGAP2	116986	2
AGAP2	116986	2
TSPAN31	6302	2
CDK4	1019	2
MARCH9	92979	2
CYP27B1	1594	2
METTL1	4234	2
METTL21B	25895	2
TSFM	10102	2
AVIL	10677	2
CTDSP2	10106	2
LOC100506844	100506844	2
XRCC6BP1	91419	2
LOC101927653	101927653	2
LRIG3	121227	2
LRIG3	121227	2
SLC16A7	9194	2
SLC16A7	9194	2
FAM19A2	338811	2
USP15	9958	2
MON2	23041	2
C12orf61	283416	2
PPM1H	57460	2
AVPR1A	552	2
DPY19L2	283417	2
TMEM5	10329	2
TMEM5	10329	2
SRGAP1	57522	2
C12orf66	144577	2
C12orf56	115749	2
XPOT	11260	2
TBK1	29110	2
RASSF3	283349	2
GNS	2799	2
TBC1D30	23329	2
FLJ41278	400046	2
WIF1	11197	2
LEMD3	23592	2
MSRB3	253827	2
MSRB3	253827	2
LOC100507065	100507065	2
HMGA2	8091	2
RPSAP52	204010	2
LOC100129940	100129940	2
LOC100129940	100129940	2
LLPH	84298	2
TMBIM4	51643	2
IRAK3	11213	2
HELB	92797	2
GRIP1	23426	2
LOC102724421	102724421	2
CAND1	55832	2
LOC100507175	100507175	2
DYRK2	8445	2
LOC101927901	101927901	2
LOC101927922	101927922	2
IFNG-AS1	100885789	2
IFNG	3458	2
IL26	55801	2
IL22	50616	2
MDM1	56890	2
LOC100507195	100507195	2
RAP1B	5908	2
LOC100507250	100507250	2
NUP107	57122	2
SLC35E3	55508	2
LOC100130075	100130075	2
MDM2	4193	2
MDM2	4193	2
CPM	1368	2
CPM	1368	2
CPSF6	11052	2
LYZ	4069	2
YEATS4	8089	2
FRS2	10818	2
CCT2	10576	2
CCT2	10576	2
LRRC10	376132	2
BEST3	144453	2
BEST3	144453	2
LOC101928002	101928002	2
RAB3IP	117177	2
RAB3IP	117177	2
RAB3IP	117177	2
CNOT2	4848	2
CNOT2	4848	2
LOC101928062	101928062	2
CNOT2	4848	2
KCNMB4	27345	2
PTPRB	5787	2
PTPRB	5787	2
PTPRR	5801	2
PTPRR	5801	2
PTPRR	5801	2
PTPRR	5801	2
TSPAN8	7103	2
LGR5	8549	2
THAP2	83591	2
ZFC3H1	196441	2
TMEM19	55266	2
RAB21	23011	2
TBC1D15	64786	2
MRS2P2	729633	2
TPH2	121278	2
TRHDE	29953	2
TRHDE-AS1	283392	2
LOC101928137	101928137	2
LOC100507377	100507377	2
ATXN7L3B	552889	2
KCNC2	3747	2
CAPS2	84698	2
GLIPR1L1	256710	2
CAPS2	84698	2
GLIPR1L2	144321	2
GLIPR1	11010	2
KRR1	11103	2
PHLDA1	22822	2
NAP1L1	4673	2
BBS10	79738	2
OSBPL8	114882	2
ZDHHC17	23390	2
CSRP2	1466	2
E2F7	144455	2
NAV3	89795	2
SYT1	6857	2
SYT1	6857	2
SYT1	6857	2
PAWR	5074	2
PPP1R12A	4659	2
PPP1R12A	4659	2
PPP1R12A	4659	2
PPP1R12A	4659	2
OTOGL	283310	2
PTPRQ	374462	2
MYF6	4618	2
MYF5	4617	2
LOC101928420	101928420	2
LIN7A	8825	2
ACSS3	79611	2
LOC102724663	102724663	2
PPFIA2	8499	2
PPFIA2	8499	2
PPFIA2	8499	2
PPFIA2	8499	2
PPFIA2	8499	2
PPFIA2	8499	2
LOC101928449	101928449	2
CCDC59	29080	2
METTL25	84190	2
CCDC59	29080	2
TMTC2	160335	2
SLC6A15	55117	2
TSPAN19	144448	2
LRRIQ1	84125	2
ALX1	8092	2
RASSF9	9182	2
NTS	4922	2
MGAT4C	25834	2
MKRN9P	400058	2
C12orf50	160419	2
C12orf29	91298	2
CEP290	80184	2
TMTC3	160418	2
KITLG	4254	2
LOC728084	728084	2
DUSP6	1848	2
GALNT4	8693	2
POC1B	282809	2
POC1B	282809	2
ATP2B1	490	2
LINC00936	338758	2
LINC00615	439916	2
CCER1	196477	2
EPYC	1833	2
KERA	11081	2
LUM	4060	2
DCN	1634	2
DCN	1634	2
DCN	1634	2
C12orf79	256021	2
C12orf79	256021	2
BTG1	694	2
CLLU1	574028	2
CLLU1	574028	2
CLLU1OS	574016	2
C12orf74	338809	2
PLEKHG7	440107	2
EEA1	8411	2
LOC102724933	102724933	2
LOC643339	643339	2
NUDT4	11163	2
NUDT4P2	170688	2
NUDT4P1	440672	2
UBE2N	7334	2
MRPL42	28977	2
SOCS2	8835	2
SOCS2	8835	2
SOCS2	8835	2
SOCS2-AS1	144481	2
SOCS2	8835	2
SOCS2	8835	2
CRADD	8738	2
LOC101928731	101928731	2
PLXNC1	10154	2
PLXNC1	10154	2
CEP83	51134	2
CEP83-AS1	144486	2
TMCC3	57458	2
KRT19P2	160313	2
NDUFA12	55967	2
NR2C1	7181	2
FGD6	55785	2
VEZT	55591	2
METAP2	10988	2
USP44	84101	2
USP44	84101	2
USP44	84101	2
PGAM1P5	100132594	2
NTN4	59277	2
SNRPF	6636	2
CCDC38	120935	2
AMDHD1	144193	2
HAL	3034	2
LTA4H	4048	2
LTA4H	4048	2
ELK3	2004	2
CDK17	5128	2
NEDD1	121441	2
NEDD1	121441	2
RMST	196475	2
LOC643711	643711	2
LOC643711	643711	2
SLC9A7P1	121456	2
LOC643770	643770	2
TMPO	7112	2
TMPO-AS1	100128191	2
SLC25A3	5250	2
IKBIP	121457	2
APAF1	317	2
ANKS1B	56899	2
LOC101928937	101928937	2
ANKS1B	56899	2
ANKS1B	56899	2
ANKS1B	56899	2
FAM71C	196472	2
ANKS1B	56899	2
UHRF1BP1L	23074	2
GOLGA2P5	55592	2
ACTR6	64431	2
ACTR6	64431	2
DEPDC4	120863	2
SCYL2	55681	2
SLC17A8	246213	2
NR1H4	9971	2
NR1H4	9971	2
GAS2L3	283431	2
ANO4	121601	2
ANO4	121601	2
SLC5A8	160728	2
UTP20	27340	2
ARL1	400	2
SPIC	121599	2
MYBPC1	4604	2
CHPT1	56994	2
SYCP3	50511	2
GNPTAB	79158	2
DRAM1	55332	2
CCDC53	51019	2
NUP37	79023	2
PARPBP	55010	2
PMCH	5367	2
IGF1	3479	2
IGF1	3479	2
LINC00485	283432	2
PAH	5053	2
ASCL1	429	2
C12orf42	374470	2
LOC101929084	101929084	2
STAB2	55576	2
NT5DC3	51559	2
GNN	253724	2
HSP90B1	7184	2
C12orf73	728568	2
TDG	6996	2
GLT8D2	83468	2
HCFC2	29915	2
NFYB	4801	2
TXNRD1	7296	2
TXNRD1	7296	2
EID3	493861	2
CHST11	50515	2
SLC41A2	84102	2
C12orf45	121053	2
ALDH1L2	160428	2
LOC414300	414300	2
KIAA1033	23325	2
APPL2	55198	2
APPL2	55198	2
C12orf75	387882	2
CASC18	101929110	2
CASC18	101929110	2
NUAK1	9891	2
CKAP4	10970	2
TCP11L2	255394	2
POLR3B	55703	2
POLR3B	55703	2
RFX4	5992	2
RFX4	5992	2
RFX4	5992	2
LOC100505978	100505978	2
RIC8B	55188	2
LOC100287944	100287944	2
TMEM263	90488	2
MTERF2	80298	2
CRY1	1407	2
BTBD11	121551	2
BTBD11	121551	2
PWP1	11137	2
LOC101929162	101929162	2
PRDM4	11108	2
ASCL4	121549	2
LOC728739	728739	2
WSCD2	9671	2
CMKLR1	1240	2
CMKLR1	1240	2
LOC102723562	102723562	2
FICD	11153	2
SART3	9733	2
ISCU	23479	2
TMEM119	338773	2
SELPLG	6404	2
SELPLG	6404	2
CORO1C	23603	2
CORO1C	23603	2
CORO1C	23603	2
SSH1	54434	2
SSH1	54434	2
DAO	1610	2
SVOP	55530	2
USP30	84749	2
USP30-AS1	100131733	2
ALKBH2	121642	2
UNG	7374	2
UNG	7374	2
ACACB	32	2
FOXN4	121643	2
LOC101928138	101928138	2
MYO1H	283446	2
KCTD10	83892	2
UBE3B	89910	2
MMAB	326625	2
MVK	4598	2
FAM222A	84915	2
FAM222A-AS1	84983	2
TRPV4	59341	2
TRPV4	59341	2
TRPV4	59341	2
GLTP	51228	2
TCHP	84260	2
TCHP	84260	2
GIT2	9815	2
ANKRD13A	88455	2
C12orf76	400073	2
IFT81	28981	2
ATP2A2	488	2
ANAPC7	51434	2
ARPC3	10094	2
GPN3	51184	2
FAM216A	29902	2
GPN3	51184	2
VPS29	51699	2
RAD9B	144715	2
RAD9B	144715	2
PPTC7	160760	2
TCTN1	79600	2
TCTN1	79600	2
HVCN1	84329	2
HVCN1	84329	2
PPP1CC	5501	2
CCDC63	160762	2
MYL2	4633	2
LINC01405	100131138	2
CUX2	23316	2
FAM109A	144717	2
SH2B3	10019	2
SH2B3	10019	2
ATXN2	6311	2
BRAP	8315	2
ACAD10	80724	2
ALDH2	217	2
MAPKAPK5	8550	2
MAPKAPK5-AS1	51275	2
ADAM1A	8759	2
TMEM116	89894	2
ERP29	10961	2
NAA25	80018	2
TRAFD1	10906	2
HECTD4	283450	2
RPL6	6128	2
PTPN11	5781	2
RPH3A	22895	2
OAS1	4938	2
OAS3	4940	2
OAS2	4939	2
DTX1	1840	2
RASAL1	8437	2
RASAL1	8437	2
CCDC42B	387885	2
DDX54	79039	2
RITA1	84934	2
IQCD	115811	2
TPCN1	53373	2
SLC8B1	80024	2
PLBD2	196463	2
SDS	10993	2
SDSL	113675	2
LHX5	64211	2
LINC01234	100506465	2
RBM19	9904	2
TBX5	6910	2
TBX5-AS1	255480	2
TBX5	6910	2
TBX3	6926	2
MED13L	23389	2
LINC00173	100287569	2
LINC00173	100287569	2
MAP1LC3B2	643246	2
C12orf49	79794	2
RNFT2	84900	2
HRK	8739	2
FBXW8	26259	2
LOC100506551	100506551	2
TESC	54997	2
LOC101928244	101928244	2
FBXO21	23014	2
NOS1	4842	2
NOS1	4842	2
NOS1	4842	2
KSR2	283455	2
RFC5	5985	2
WSB2	55884	2
WSB2	55884	2
VSIG10	54621	2
PEBP1	5037	2
TAOK3	51347	2
SUDS3	64426	2
SRRM4	84530	2
HSPB8	26353	2
LINC00934	144742	2
CCDC60	160777	2
TMEM233	387890	2
PRKAB1	5564	2
CIT	11113	2
CCDC64	92558	2
RAB35	11021	2
GCN1L1	10985	2
RPLP0	6175	2
PXN-AS1	100506649	2
PXN	5829	2
PXN	5829	2
SIRT4	23409	2
PLA2G1B	5319	2
MSI1	4440	2
COX6A1	1337	2
TRIAP1	51499	2
GATC	283459	2
SRSF9	8683	2
DYNLL1	8655	2
DYNLL1-AS1	100506668	2
DYNLL1	8655	2
COQ5	84274	2
RNF10	9921	2
POP5	51367	2
POP5	51367	2
CABP1	9478	2
CABP1	9478	2
MLEC	9761	2
UNC119B	84747	2
ACADS	35	2
SPPL3	121665	2
HNF1A-AS1	283460	2
HNF1A	6927	2
C12orf43	64897	2
OASL	8638	2
P2RX7	5027	2
P2RX7	5027	2
P2RX4	5025	2
CAMKK2	10645	2
CAMKK2	10645	2
CAMKK2	10645	2
ANAPC5	51433	2
ANAPC5	51433	2
RNF34	80196	2
RNF34	80196	2
KDM2B	84678	2
KDM2B	84678	2
ORAI1	84876	2
MORN3	283385	2
TMEM120B	144404	2
RHOF	54509	2
LINC01089	338799	2
SETD1B	23067	2
HPD	3242	2
HPD	3242	2
PSMD9	5715	2
WDR66	144406	2
BCL7A	605	2
MLXIP	22877	2
LRRC43	254050	2
IL31	386653	2
LRRC43	254050	2
B3GNT4	79369	2
DIABLO	56616	2
LOC101593348	101593348	2
DIABLO	56616	2
DIABLO	56616	2
VPS33A	65082	2
CLIP1-AS1	100507066	2
CLIP1	6249	2
ZCCHC8	55596	2
RSRC2	65117	2
KNTC1	9735	2
HCAR2	338442	2
HCAR3	8843	2
HCAR1	27198	2
DENR	8562	2
CCDC62	84660	2
HIP1R	9026	2
VPS37B	79720	2
ABCB9	23457	2
OGFOD2	79676	2
ARL6IP4	51329	2
LOC100507091	100507091	2
PITPNM2	57605	2
MPHOSPH9	10198	2
C12orf65	91574	2
C12orf65	91574	2
C12orf65	91574	2
CDK2AP1	8099	2
CDK2AP1	8099	2
CDK2AP1	8099	2
CDK2AP1	8099	2
CDK2AP1	8099	2
SBNO1	55206	2
SETD8	387893	2
RILPL2	196383	2
SNRNP35	11066	2
SNRNP35	11066	2
RILPL1	353116	2
LOC101927415	101927415	2
TMED2	10959	2
DDX55	57696	2
GTF2H3	2967	2
EIF2B1	1967	2
TCTN2	79867	2
ATP6V0A2	23545	2
DNAH10	196385	2
CCDC92	80212	2
ZNF664	144348	2
FAM101A	144347	2
NCOR2	9612	2
SCARB1	949	2
UBC	7316	2
DHX37	57647	2
BRI3BP	140707	2
THRIL	102659353	2
AACS	65985	2
TMEM132B	114795	2
TMEM132B	114795	2
LINC00939	400084	2
LOC101927464	101927464	2
LOC100128554	100128554	2
LOC100996671	100996671	2
LINC00943	100507206	2
LINC00944	387895	2
LOC440117	440117	2
